Entry	Gene names  (primary )	Entry name	Gene ontology IDs	Organism	Gene names
P0A6S5	ftsB	FTSB_ECOLI	GO:0043093; GO:0051301; GO:0032153; GO:0030428; GO:0042802; GO:0005887	Escherichia coli (strain K12)	ftsB ygbQ b2748 JW2718
P0A9R7	ftsE	FTSE_ECOLI	GO:0005524; GO:0016887; GO:0007049; GO:0051301; GO:0032153; GO:0005737; GO:0031234; GO:0019898; GO:0046677	Escherichia coli (strain K12)	ftsE b3463 JW3428
P0AAI3	ftsH	FTSH_ECOLI	GO:0005524; GO:0016887; GO:0043273; GO:0016021; GO:0030145; GO:0004222; GO:0005886; GO:0030163; GO:0006508; GO:0008270	Escherichia coli (strain K12)	ftsH hflB mrsC std tolZ b3178 JW3145
P0AD68	ftsI	FTSI_ECOLI	GO:0007049; GO:0051301; GO:0032153; GO:0071555; GO:0005887; GO:0031226; GO:0008658; GO:0009252; GO:0008955; GO:0008360; GO:0046677; GO:0042493	Escherichia coli (strain K12)	ftsI pbpB b0084 JW0082
P46889	ftsK	FTSK_ECOLI	GO:0005524; GO:0016887; GO:0003677; GO:0015616; GO:0007049; GO:0051301; GO:0000920; GO:0071236; GO:0007059; GO:0033676; GO:0042802; GO:0005887; GO:0016020; GO:0005886; GO:0043085; GO:0045893; GO:0006970; GO:0009651; GO:0043565	Escherichia coli (strain K12)	ftsK b0890 JW0873
P0AEN4	ftsL	FTSL_ECOLI	GO:0043093; GO:0032153; GO:0005887	Escherichia coli (strain K12)	ftsL mraR yabD b0083 JW0081
P29131	ftsN	FTSN_ECOLI	GO:0000917; GO:0051301; GO:0030428; GO:0016021; GO:0005886	Escherichia coli (strain K12)	ftsN msgA b3933 JW3904
P26648	ftsP	FTSP_ECOLI	GO:0043093; GO:0051301; GO:0032153; GO:0005507; GO:0030288; GO:0016491	Escherichia coli (strain K12)	ftsP sufI b3017 JW2985
P06136	ftsQ	FTSQ_ECOLI	GO:0043093; GO:0000917; GO:0051301; GO:0032153; GO:0042802; GO:0016021; GO:0005887; GO:0005886	Escherichia coli (strain K12)	ftsQ b0093 JW0091
P0ABG4	ftsW	FTSW_ECOLI	GO:0043093; GO:0051301; GO:0032153; GO:0071555; GO:0005887; GO:0015836; GO:0015648; GO:0009252; GO:0005886; GO:0008360	Escherichia coli (strain K12)	ftsW b0089 JW0087
P0AC30	ftsX	FTSX_ECOLI	GO:0009276; GO:0007049; GO:0051301; GO:0032153; GO:0016021; GO:0005886	Escherichia coli (strain K12)	ftsX ftsS b3462 JW3427
P10121	ftsY	FTSY_ECOLI	GO:0005525; GO:0003924; GO:0006614; GO:0005829; GO:0031226	Escherichia coli (strain K12)	ftsY b3464 JW3429
P0A9A6	ftsZ	FTSZ_ECOLI	GO:0043093; GO:0005525; GO:0003924; GO:0000917; GO:0051301; GO:0032153; GO:0005737; GO:0042802; GO:0043234; GO:0051258	Escherichia coli (strain K12)	ftsZ sfiB sulB b0095 JW0093
P0AB87	fucA	FUCA_ECOLI	GO:0019571; GO:0042355; GO:0008738; GO:0016832; GO:0008270	Escherichia coli (strain K12)	fucA fucC prd b2800 JW2771
B1XDL1	fucI	FUCI_ECODH	GO:0042355; GO:0008736; GO:0005737; GO:0030145	Escherichia coli (strain K12 / DH10B)	fucI ECDH10B_2971
C4ZZV7	fucI	FUCI_ECOBW	GO:0042355; GO:0008736; GO:0005737; GO:0030145	Escherichia coli (strain K12 / MC4100 / BW2952)	fucI BWG_2540
P69922	fucI	FUCI_ECOLI	GO:0019571; GO:0042355; GO:0008736; GO:0008790; GO:0005829; GO:0042802; GO:0030145	Escherichia coli (strain K12)	fucI b2802 JW2773
P11553	fucK	FUCK_ECOLI	GO:0005524; GO:0019571; GO:0042355; GO:0008737; GO:0046835; GO:0005737	Escherichia coli (strain K12)	fucK b2803 JW2774
C4ZZV9	fucU	FUCM_ECOBW	GO:0042354; GO:0005737; GO:0042806; GO:0016854	Escherichia coli (strain K12 / MC4100 / BW2952)	fucU BWG_2542
B1XDL3	fucU	FUCM_ECODH	GO:0042354; GO:0005737; GO:0042806; GO:0016854	Escherichia coli (strain K12 / DH10B)	fucU ECDH10B_2973
P0AEN8	fucU	FUCM_ECOLI	GO:0042354; GO:0005737; GO:0042806; GO:0016857	Escherichia coli (strain K12)	fucU b2804 JW2775
P0A9S1	fucO	FUCO_ECOLI	GO:0042355; GO:0005829; GO:0008198; GO:0042846; GO:0008912; GO:0051143; GO:0019301	Escherichia coli (strain K12)	fucO b2799 JW2770
P0ACK8	fucR	FUCR_ECOLI	GO:0003677; GO:0006004; GO:0005622; GO:0003700; GO:0006351	Escherichia coli (strain K12)	fucR b2805 JW2776
P11551	fucP	FUCP_ECOLI	GO:0015751; GO:0015518; GO:0006004; GO:0015756; GO:0015535; GO:0015757; GO:0015517; GO:0016021; GO:0005886	Escherichia coli (strain K12)	fucP b2801 JW2772
P14407	fumB	FUMB_ECOLI	GO:0051539; GO:0047808; GO:0006974; GO:0005829; GO:0004333; GO:0046872; GO:0044010; GO:0006099	Escherichia coli (strain K12)	fumB b4122 JW4083
P0AC33	fumA	FUMA_ECOLI	GO:0051539; GO:0005829; GO:0004333; GO:0042802; GO:0046872; GO:0050163; GO:0006099	Escherichia coli (strain K12)	fumA b1612 JW1604
P05042	fumC	FUMC_ECOLI	GO:0005829; GO:0004333; GO:0006106; GO:0006108; GO:0051262; GO:0006979; GO:0006099; GO:0045239	Escherichia coli (strain K12)	fumC b1611 JW1603
P0A9A9	fur	FUR_ECOLI	GO:0003677; GO:0005829; GO:0003700; GO:0006351; GO:0008270	Escherichia coli (strain K12)	fur b0683 JW0669
P37147	fxsA	FXSA_ECOLI	GO:0016021; GO:0005886	Escherichia coli (strain K12)	fxsA yjeG b4140 JW4100
P0A9B2	gapA	G3P1_ECOLI	GO:0051287; GO:0050661; GO:0005829; GO:0006006; GO:0004365; GO:0006096; GO:0016020	Escherichia coli (strain K12)	gapA b1779 JW1768
P33898	gapC	G3P2_ECOLI	GO:0051287; GO:0050661; GO:0005737; GO:0006006; GO:0004365; GO:0006096	Escherichia coli (strain K12)	gapC b4493 JW1413/JW5906 b1416/b1417
P0AC53	zwf	G6PD_ECOLI	GO:0050661; GO:0005829; GO:0006006; GO:0004345; GO:0042802; GO:0006098; GO:0009372	Escherichia coli (strain K12)	zwf b1852 JW1841
C5A0W2	pgi	G6PI_ECOBW	GO:0005737; GO:0006094; GO:0004347; GO:0006096	Escherichia coli (strain K12 / MC4100 / BW2952)	pgi BWG_3681
B1XC24	pgi	G6PI_ECODH	GO:0005737; GO:0006094; GO:0004347; GO:0006096	Escherichia coli (strain K12 / DH10B)	pgi ECDH10B_4214
P0A6T1	pgi	G6PI_ECOLI	GO:0034599; GO:0005829; GO:0006094; GO:0004347; GO:0006096; GO:0042802	Escherichia coli (strain K12)	pgi b4025 JW3985
P25526	gabD	GABD_ECOLI	GO:0004029; GO:0005737; GO:0009450; GO:0006807; GO:0004777; GO:0009013	Escherichia coli (strain K12)	gabD b2661 JW2636
P25527	gabP	GABP_ECOLI	GO:1902475; GO:0015179; GO:0015807; GO:0003333; GO:0015297; GO:0006974; GO:0009450; GO:0015185; GO:0005887; GO:0005886	Escherichia coli (strain K12)	gabP b2663 JW2638
P22256	gabT	GABT_ECOLI	GO:0047298; GO:0003867; GO:0003992; GO:0042450; GO:0005829; GO:0009450; GO:0042802; GO:0030170	Escherichia coli (strain K12)	gabT b2662 JW2637
P63204	gadE	GADE_ECOLI	GO:0003677; GO:0006355; GO:0006351	Escherichia coli (strain K12)	gadE yhiE yhiT b3512 JW3480
P63235	gadC	GADC_ECOLI	GO:1902475; GO:0015179; GO:0015807; GO:0003333; GO:0015297; GO:0005887; GO:0051454; GO:0005886	Escherichia coli (strain K12)	gadC acsA xasA b1492 JW1487
P63201	gadW	GADW_ECOLI	GO:0003677; GO:0006974; GO:0000987; GO:0005829; GO:0006355; GO:0003700; GO:0006351	Escherichia coli (strain K12)	gadW yhiW b3515 JW3483
P37639	gadX	GADX_ECOLI	GO:0006974; GO:0000987; GO:0005829; GO:0045893; GO:0003700; GO:0006351	Escherichia coli (strain K12)	gadX yhiX b3516 JW3484
C4ZXS8	galK	GAL1_ECOBW	GO:0005524; GO:0005737; GO:0004335; GO:0006012; GO:0000287	Escherichia coli (strain K12 / MC4100 / BW2952)	galK BWG_0609
P0A6T3	galK	GAL1_ECOLI	GO:0005524; GO:0005737; GO:0005829; GO:0004335; GO:0033499; GO:0000287	Escherichia coli (strain K12)	galK galA b0757 JW0740
P09148	galT	GAL7_ECOLI	GO:0008108; GO:0046835; GO:0005829; GO:0008198; GO:0004335; GO:0033499; GO:0008270	Escherichia coli (strain K12)	galT galB b0758 JW0741
P09147	galE	GALE_ECOLI	GO:0070403; GO:0003978; GO:0005975; GO:0009242; GO:0005737; GO:0005829; GO:0033499; GO:0006012; GO:0042802; GO:0016857	Escherichia coli (strain K12)	galE galD b0759 JW0742
P0AAB6	galF	GALF_ECOLI	GO:0006011; GO:0003983; GO:0005829; GO:0030234; GO:0009103	Escherichia coli (strain K12)	galF wcaN b2042 JW2027
P0A9C3	galM	GALM_ECOLI	GO:0004034; GO:0030246; GO:0005737; GO:0033499	Escherichia coli (strain K12)	galM b0756 JW0739
P0AEP1	galP	GALP_ECOLI	GO:0015757; GO:0015517; GO:0005887; GO:0005886	Escherichia coli (strain K12)	galP b2943 JW2910
P03024	galR	GALR_ECOLI	GO:0003677; GO:0006012; GO:0042802; GO:0006355; GO:0003700; GO:0006351	Escherichia coli (strain K12)	galR b2837 JW2805
P25748	galS	GALS_ECOLI	GO:0003677; GO:0006355; GO:0003700; GO:0006351	Escherichia coli (strain K12)	galS b2151 JW2138
P0AEP3	galU	GALU_ECOLI	GO:0006011; GO:0003983; GO:0009242; GO:0005829; GO:0033499; GO:0009103; GO:0000287	Escherichia coli (strain K12)	galU ychD b1236 JW1224
P39829	garD	GARD_ECOLI	GO:0046392; GO:0008867	Escherichia coli (strain K12)	garD yhaG b3128 JW3097
B1XGT9	garL	GARL_ECODH	GO:0008672; GO:0042838; GO:0046392; GO:0000287	Escherichia coli (strain K12 / DH10B)	garL ECDH10B_3299
C4ZR38	garL	GARL_ECOBW	GO:0008672; GO:0042838; GO:0046392; GO:0000287	Escherichia coli (strain K12 / MC4100 / BW2952)	garL BWG_2832
P23522	garL	GARL_ECOLI	GO:0008672; GO:0042838; GO:0016830; GO:0005737; GO:0046392; GO:0019394; GO:0000287	Escherichia coli (strain K12)	garL yhaF b3126 JW3095
P0AA80	garP	GARP_ECOLI	GO:0016021; GO:0008514; GO:0015711; GO:0005886; GO:0055085	Escherichia coli (strain K12)	garP yhaU b3127 JW3096
P0ABQ2	garR	GARR_ECOLI	GO:0008679; GO:0042838; GO:0051287; GO:0046392; GO:0046487; GO:0004616	Escherichia coli (strain K12)	garR yhaE b3125 JW5526
P0A9S3	gatD	GATD_ECOLI	GO:0005829; GO:0019404; GO:0008868; GO:0042802; GO:0016616; GO:0008270	Escherichia coli (strain K12)	gatD b2091 JW2075
P36930	gatR	GATR_ECOLI	GO:0003677; GO:0005622; GO:0003700; GO:0006351	Escherichia coli (strain K12)	gatR b4498 JW5340/JW2074 b2087/b2090
C4ZSI0	gatY	GATY_ECOBW	GO:2001059; GO:0019404; GO:0009025; GO:0008270	Escherichia coli (strain K12 / MC4100 / BW2952)	gatY BWG_1882
B1X7I7	gatY	GATY_ECODH	GO:2001059; GO:0019404; GO:0009025; GO:0008270	Escherichia coli (strain K12 / DH10B)	gatY ECDH10B_2249
P0C8J6	gatY	GATY_ECOLI	GO:2001059; GO:0019404; GO:0009025; GO:0008270	Escherichia coli (strain K12)	gatY yegF b2096 JW5343
C4ZSH9	gatZ	GATZ_ECOBW	GO:2001059; GO:0003824; GO:0019404	Escherichia coli (strain K12 / MC4100 / BW2952)	gatZ BWG_1881
P0C8J8	gatZ	GATZ_ECOLI	GO:2001059; GO:0003824; GO:0019404	Escherichia coli (strain K12)	gatZ b2095 JW2082
P0AFP6	ybgI	GCH1L_ECOLI	GO:0006281; GO:0005737; GO:0005829; GO:0042802; GO:0046872; GO:0010212	Escherichia coli (strain K12)	ybgI b0710 JW0700
C4ZU03	folE	GCH1_ECOBW	GO:0035998; GO:0005525; GO:0003934; GO:0005737; GO:0006730; GO:0046654; GO:0008270	Escherichia coli (strain K12 / MC4100 / BW2952)	folE BWG_1935
B1X7P1	folE	GCH1_ECODH	GO:0035998; GO:0005525; GO:0003934; GO:0005737; GO:0006730; GO:0046654; GO:0008270	Escherichia coli (strain K12 / DH10B)	folE ECDH10B_2310
P0A6T5	folE	GCH1_ECOLI	GO:0035998; GO:0005525; GO:0003934; GO:0005737; GO:0005829; GO:0006730; GO:0043234; GO:0008616; GO:0006729; GO:0046654; GO:0008270	Escherichia coli (strain K12)	folE b2153 JW2140
P0AEP7	gcl	GCL_ECOLI	GO:0071949; GO:0046296; GO:0009436; GO:0042802; GO:0000287; GO:0009028; GO:0030976	Escherichia coli (strain K12)	gcl b0507 JW0495
C4ZV25	ybdK	GCS2_ECOBW	GO:0005524; GO:0042398; GO:0004357	Escherichia coli (strain K12 / MC4100 / BW2952)	ybdK BWG_0452
P77213	ybdK	GCS2_ECOLI	GO:0005524; GO:0042398; GO:0004357; GO:0016879	Escherichia coli (strain K12)	ybdK b0581 JW0570
B1XEJ1	gcvH	GCSH_ECODH	GO:0005960; GO:0019464	Escherichia coli (strain K12 / DH10B)	gcvH ECDH10B_3078
C5A0H6	gcvH	GCSH_ECOBW	GO:0005960; GO:0019464	Escherichia coli (strain K12 / MC4100 / BW2952)	gcvH BWG_2629
P0A6T9	gcvH	GCSH_ECOLI	GO:0005737; GO:0005829; GO:0005960; GO:0019464; GO:0031405	Escherichia coli (strain K12)	gcvH b2904 JW2872
C5A0H5	gcvP	GCSP_ECOBW	GO:0019464; GO:0004375	Escherichia coli (strain K12 / MC4100 / BW2952)	gcvP BWG_2628
B1XEJ0	gcvP	GCSP_ECODH	GO:0019464; GO:0004375	Escherichia coli (strain K12 / DH10B)	gcvP ECDH10B_3077
P33195	gcvP	GCSP_ECOLI	GO:0005829; GO:0019464; GO:0004375; GO:0042802	Escherichia coli (strain K12)	gcvP b2903 JW2871
C5A0H7	gcvT	GCST_ECOBW	GO:0004047; GO:0019464; GO:0008483	Escherichia coli (strain K12 / MC4100 / BW2952)	gcvT BWG_2630
P27248	gcvT	GCST_ECOLI	GO:0004047; GO:0005829; GO:0019464; GO:0032259; GO:0008483	Escherichia coli (strain K12)	gcvT b2905 JW2873
P0A9I3	gcvR	GCVR_ECOLI	GO:0016597; GO:0005829; GO:0006355; GO:0006351	Escherichia coli (strain K12)	gcvR yffD b2479 JW2464
P0A9F6	gcvA	GCVA_ECOLI	GO:0003677; GO:0005737; GO:0045892; GO:0045893; GO:0006355; GO:0003700; GO:0006351	Escherichia coli (strain K12)	gcvA b2808 JW2779
P75884	gfcB	GFCB_ECOLI	GO:0005886	Escherichia coli (strain K12)	gfcB ymcC b0986 JW0969
P75883	gfcC	GFCC_ECOLI		Escherichia coli (strain K12)	gfcC ymcB b0985 JW0968
P0A932	gfcE	GFCE_ECOLI	GO:0009279; GO:0006811; GO:0015159; GO:0046930; GO:0015288	Escherichia coli (strain K12)	gfcE yccZ b0983 JW0966
P75885	gfcA	GFCA_ECOLI	GO:0016021; GO:0005886	Escherichia coli (strain K12)	gfcA ymcD b0987 JW5133
P75882	gfcD	GFCD_ECOLI	GO:0005886	Escherichia coli (strain K12)	gfcD ymcA b0984 JW0967
P18956	ggt	GGT_ECOLI	GO:0003840; GO:0006750; GO:0036374; GO:0042597	Escherichia coli (strain K12)	ggt b3447 JW3412
P64646	ghoT	GHOT_ECOLI	GO:0008219; GO:0060187; GO:0016021; GO:0016020; GO:0005886	Escherichia coli (strain K12)	ghoT yjdO b4559 JW5732
P0AF61	ghoS	GHOS_ECOLI	GO:0090502; GO:0004521; GO:0006355; GO:0006351	Escherichia coli (strain K12)	ghoS arT yjdK b4128 JW4089
C4ZRX4	ghrA	GHRA_ECOBW	GO:0051287; GO:0005737; GO:0030267; GO:0016618; GO:0005886	Escherichia coli (strain K12 / MC4100 / BW2952)	ghrA BWG_0882
B1X9E7	ghrA	GHRA_ECODH	GO:0051287; GO:0005737; GO:0030267; GO:0016618; GO:0005886	Escherichia coli (strain K12 / DH10B)	ghrA ECDH10B_1105
P75913	ghrA	GHRA_ECOLI	GO:0051287; GO:0005829; GO:0030267; GO:0016618; GO:0005886	Escherichia coli (strain K12)	ghrA ycdW b1033 JW5146
C4ZXE2	ghrB	GHRB_ECOBW	GO:0051287; GO:0005737; GO:0030267; GO:0016618; GO:0005886	Escherichia coli (strain K12 / MC4100 / BW2952)	ghrB BWG_3241
B1X8G8	ghrB	GHRB_ECODH	GO:0051287; GO:0005737; GO:0030267; GO:0016618; GO:0005886	Escherichia coli (strain K12 / DH10B)	ghrB tiaE ECDH10B_3732
P37666	ghrB	GHRB_ECOLI	GO:0019521; GO:0051287; GO:0005829; GO:0008873; GO:0030267; GO:0016618; GO:0046181; GO:0005886	Escherichia coli (strain K12)	ghrB tkrA yiaE b3553 JW5656
P0AF52	ghxP	GHXP_ECOLI	GO:0061489; GO:1903716; GO:0015208; GO:0035344; GO:0016021; GO:0005886	Escherichia coli (strain K12)	ghxP yjcD b4064 JW4025
Q46817	ghxQ	GHXQ_ECOLI	GO:0061489; GO:1903716; GO:0015208; GO:0035344; GO:0016021; GO:0005886	Escherichia coli (strain K12)	ghxQ ygfQ ygfR b4464 JW5467
Q46839	glcA	GLCA_ECOLI	GO:0005887; GO:0015129; GO:0005886; GO:0015992; GO:0015295	Escherichia coli (strain K12)	glcA yghK b2975 JW2942
P0ACL5	glcC	GLCC_ECOLI	GO:0003677; GO:0006355; GO:0003700; GO:0006351	Escherichia coli (strain K12)	glcC yghN b2980 JW2947
P0AEP9	glcD	GLCD_ECOLI	GO:0006974; GO:0050660; GO:0046296; GO:0019154; GO:0008891; GO:0009339	Escherichia coli (strain K12)	glcD gox yghM b2979 JW2946
P52073	glcE	GLCE_ECOLI	GO:0050660; GO:0046296; GO:0019154	Escherichia coli (strain K12)	glcE gox yghL b4468 JW5487
P52074	glcF	GLCF_ECOLI	GO:0051539; GO:0046296; GO:0019154; GO:0046872	Escherichia coli (strain K12)	glcF gox yghL b4467 JW5486
P0AEQ1	glcG	GLCG_ECOLI		Escherichia coli (strain K12)	glcG yghC b2977 JW2944
P0A9S5	gldA	GLDA_ECOLI	GO:0019147; GO:0019588; GO:0005829; GO:0008888; GO:0042802; GO:0046872; GO:0051596	Escherichia coli (strain K12)	gldA b3945 JW5556
P37747	glf	GLF_ECOLI	GO:0008767; GO:0005829; GO:0050660; GO:0009103	Escherichia coli (strain K12)	glf yefE b2036 JW2021
B1X774	glgA	GLGA_ECODH	GO:0004373; GO:0005978; GO:0009011	Escherichia coli (strain K12 / DH10B)	glgA ECDH10B_3603
C4ZVX9	glgA	GLGA_ECOBW	GO:0004373; GO:0005978; GO:0009011	Escherichia coli (strain K12 / MC4100 / BW2952)	glgA BWG_3121
P0A6U8	glgA	GLGA_ECOLI	GO:0006974; GO:0005829; GO:0004373; GO:0005978; GO:0009011	Escherichia coli (strain K12)	glgA b3429 JW3392
P07762	glgB	GLGB_ECOLI	GO:0003844; GO:0043169; GO:0006974; GO:0005829; GO:0005978; GO:0004553	Escherichia coli (strain K12)	glgB b3432 JW3395
C4ZVY0	glgC	GLGC_ECOBW	GO:0005524; GO:0008878; GO:0005978	Escherichia coli (strain K12 / MC4100 / BW2952)	glgC BWG_3122
P0A6V1	glgC	GLGC_ECOLI	GO:0016208; GO:0005524; GO:0008878; GO:0005978; GO:0000287	Escherichia coli (strain K12)	glgC b3430 JW3393
B1X775	glgC	GLGC_ECODH	GO:0005524; GO:0008878; GO:0005978	Escherichia coli (strain K12 / DH10B)	glgC ECDH10B_3604
C4ZQW6	glgS	GLGS_ECOBW	GO:0005978	Escherichia coli (strain K12 / MC4100 / BW2952)	glgS BWG_2760
B1XG54	glgS	GLGS_ECODH	GO:0005978	Escherichia coli (strain K12 / DH10B)	glgS ECDH10B_3223
P26649	glgS	GLGS_ECOLI	GO:0005978; GO:1902201; GO:1900232; GO:0010676	Escherichia coli (strain K12)	glgS scoR b3049 JW3021
B1X776	glgX	GLGX_ECODH	GO:0043169; GO:0005980; GO:0004133; GO:0004553	Escherichia coli (strain K12 / DH10B)	glgX ECDH10B_3605
C4ZVY1	glgX	GLGX_ECOBW	GO:0043169; GO:0005980; GO:0004133; GO:0004553	Escherichia coli (strain K12 / MC4100 / BW2952)	glgX BWG_3123
P15067	glgX	GLGX_ECOLI	GO:0004135; GO:0043169; GO:0006974; GO:0005980; GO:0004133	Escherichia coli (strain K12)	glgX glyX b3431 JW3394
P0A6V8	glk	GLK_ECOLI	GO:0005524; GO:0005829; GO:0004340; GO:0006096	Escherichia coli (strain K12)	glk b2388 JW2385
B1X9R0	glk	GLK_ECODH	GO:0005524; GO:0005737; GO:0004340; GO:0006096	Escherichia coli (strain K12 / DH10B)	glk ECDH10B_2553
C4ZVS5	glk	GLK_ECOBW	GO:0005524; GO:0005737; GO:0004340; GO:0006096	Escherichia coli (strain K12 / MC4100 / BW2952)	glk BWG_2156
C4ZSR5	glmM	GLMM_ECOBW	GO:0005975; GO:0000287; GO:0008966	Escherichia coli (strain K12 / MC4100 / BW2952)	glmM BWG_2878
B1XGY6	glmM	GLMM_ECODH	GO:0005975; GO:0000287; GO:0008966	Escherichia coli (strain K12 / DH10B)	glmM ECDH10B_3350
P31120	glmM	GLMM_ECOLI	GO:0006048; GO:0005975; GO:0005829; GO:0000287; GO:0008966; GO:0046777	Escherichia coli (strain K12)	glmM mrsA yhbF b3176 JW3143
P17169	glmS	GLMS_ECOLI	GO:0006048; GO:0030246; GO:0005975; GO:0005829; GO:0006541; GO:0004360	Escherichia coli (strain K12)	glmS b3729 JW3707
C4ZZ08	glmU	GLMU_ECOBW	GO:0006048; GO:0003977; GO:0000902; GO:0071555; GO:0005737; GO:0019134; GO:0009245; GO:0009103; GO:0000287; GO:0009252; GO:0008360	Escherichia coli (strain K12 / MC4100 / BW2952)	glmU BWG_3421
B1X9V8	glmU	GLMU_ECODH	GO:0006048; GO:0003977; GO:0000902; GO:0071555; GO:0005737; GO:0019134; GO:0009245; GO:0009103; GO:0000287; GO:0009252; GO:0008360	Escherichia coli (strain K12 / DH10B)	glmU ECDH10B_3917
P0ACC7	glmU	GLMU_ECOLI	GO:0006048; GO:0003977; GO:0000902; GO:0071555; GO:0005829; GO:0019134; GO:0042802; GO:0009245; GO:0009103; GO:0000287; GO:0009252; GO:0008360	Escherichia coli (strain K12)	glmU yieA b3730 JW3708
P0A9C5	glnA	GLNA_ECOLI	GO:0005524; GO:0019676; GO:0005829; GO:0004356; GO:0006542; GO:0042802; GO:0016020; GO:0009399; GO:0019740	Escherichia coli (strain K12)	glnA b3870 JW3841
P0A9Z1	glnB	GLNB_ECOLI	GO:0005524; GO:0005829; GO:0030234; GO:0042802; GO:0050790; GO:0042304; GO:0006808; GO:0006355; GO:0036094; GO:0006351	Escherichia coli (strain K12)	glnB b2553 JW2537
C4ZRQ9	glnD	GLND_ECOBW	GO:0008773; GO:0016597; GO:0006807; GO:0008081; GO:0006808	Escherichia coli (strain K12 / MC4100 / BW2952)	glnD BWG_0159
B1XD36	glnD	GLND_ECODH	GO:0008773; GO:0016597; GO:0006807; GO:0008081; GO:0006808	Escherichia coli (strain K12 / DH10B)	glnD ECDH10B_0146
P27249	glnD	GLND_ECOLI	GO:0008773; GO:0016597; GO:0006464; GO:0006807; GO:0008081; GO:0006808	Escherichia coli (strain K12)	glnD b0167 JW0162
C4ZQX0	glnE	GLNE_ECOBW	GO:0005524; GO:0008882; GO:0000287	Escherichia coli (strain K12 / MC4100 / BW2952)	glnE BWG_2764
B1XG58	glnE	GLNE_ECODH	GO:0005524; GO:0008882; GO:0000287	Escherichia coli (strain K12 / DH10B)	glnE ECDH10B_3228
P30870	glnE	GLNE_ECOLI	GO:0005524; GO:0008882; GO:0005829; GO:0000287	Escherichia coli (strain K12)	glnE b3053 JW3025
P0AEQ3	glnH	GLNH_ECOLI	GO:0006865; GO:0030288; GO:0005215	Escherichia coli (strain K12)	glnH b0811 JW0796
P0AC55	glnK	GLNK_ECOLI	GO:0030234; GO:0042802; GO:0000166; GO:0045848; GO:0006355; GO:0006351	Escherichia coli (strain K12)	glnK ybaI b0450 JW0440
P0AEQ6	glnP	GLNP_ECOLI	GO:0003333; GO:0015171; GO:0006865; GO:0016021; GO:0005886	Escherichia coli (strain K12)	glnP b0810 JW0795
P10346	glnQ	GLNQ_ECOLI	GO:0005524; GO:0015424; GO:0005886	Escherichia coli (strain K12)	glnQ b0809 JW0794
C4ZRU9	gloB	GLO2_ECOBW	GO:0004416; GO:0046872; GO:0019243	Escherichia coli (strain K12 / MC4100 / BW2952)	gloB BWG_0199
P0AC84	gloB	GLO2_ECOLI	GO:0004416; GO:0019243; GO:0009408; GO:0008270	Escherichia coli (strain K12)	gloB yafR b0212 JW0202
B1XD76	gloB	GLO2_ECODH	GO:0004416; GO:0046872; GO:0019243	Escherichia coli (strain K12 / DH10B)	gloB ECDH10B_0193
P0A9C0	glpA	GLPA_ECOLI	GO:0010181; GO:0009061; GO:0005829; GO:0050660; GO:0019563; GO:0046168; GO:0004368; GO:0009331; GO:0005886; GO:0052591	Escherichia coli (strain K12)	glpA b2241 JW2235
C4ZU83	glpB	GLPB_ECOBW	GO:0019563; GO:0006072; GO:0052591	Escherichia coli (strain K12 / MC4100 / BW2952)	glpB BWG_2014
B1X8D6	glpB	GLPB_ECODH	GO:0019563; GO:0006072; GO:0052591	Escherichia coli (strain K12 / DH10B)	glpB ECDH10B_2401
P13033	glpB	GLPB_ECOLI	GO:0010181; GO:0009061; GO:0005829; GO:0019563; GO:0046168; GO:0004368; GO:0005886; GO:0052591	Escherichia coli (strain K12)	glpB b2242 JW2236
P0A996	glpC	GLPC_ECOLI	GO:0051539; GO:0009061; GO:0022900; GO:0019563; GO:0051536; GO:0046872; GO:0005886; GO:0006810	Escherichia coli (strain K12)	glpC b2243 JW2237
P13035	glpD	GLPD_ECOLI	GO:0071949; GO:0009055; GO:0019563; GO:0046168; GO:0009331; GO:0005887; GO:0052590; GO:0052591	Escherichia coli (strain K12)	glpD glyD b3426 JW3389
B1X770	glpE	GLPE_ECODH	GO:0005737; GO:0006071; GO:0004792	Escherichia coli (strain K12 / DH10B)	glpE ECDH10B_3599
P0A6V5	glpE	GLPE_ECOLI	GO:0005737; GO:0006071; GO:0004792	Escherichia coli (strain K12)	glpE b3425 JW3388
C4ZVX6	glpE	GLPE_ECOBW	GO:0005737; GO:0006071; GO:0004792	Escherichia coli (strain K12 / MC4100 / BW2952)	glpE BWG_3118
P0AER0	glpF	GLPF_ECOLI	GO:0071288; GO:0009992; GO:0015254; GO:0015168; GO:0015793; GO:0005887; GO:0034220; GO:0046872; GO:0005886; GO:0015250; GO:0006833	Escherichia coli (strain K12)	glpF b3927 JW3898
C4ZVX5	glpG	GLPG_ECOBW	GO:0016021; GO:0005886; GO:0004252	Escherichia coli (strain K12 / MC4100 / BW2952)	glpG BWG_3117
B1X769	glpG	GLPG_ECODH	GO:0016021; GO:0005886; GO:0004252	Escherichia coli (strain K12 / DH10B)	glpG ECDH10B_3598
P09391	glpG	GLPG_ECOLI	GO:0004175; GO:0005887; GO:0005886; GO:0016485; GO:0006508; GO:0004252	Escherichia coli (strain K12)	glpG b3424 JW5687
C5A093	glpK	GLPK_ECOBW	GO:0005524; GO:0019563; GO:0004370; GO:0006071; GO:0006072; GO:0046872	Escherichia coli (strain K12 / MC4100 / BW2952)	glpK BWG_3595
